Sampling Date;Day;Month;Year;Season;Operator;Block;CO2_trtmt;Ring;Collar;Month_Ring;Month_Collar;SampleTrackerNo;Av_SoilTemp;Av_SoilMoisture;Av_AirTemp;TFUcorr_Final_CH4_flux;TFUcorr_Final_CO2_flux;TFUcorr_Final_N2O_flux;Final_CH4_MDF;Final_CO2_MDF;Final_N2O_MDF;logFinal_CH4_flux;logFinal_CO2_flux;logFinal_N2O_flux
15-sept-09;9;Sep;2015;Winter;Loic;2;Ambient;3;3.2;Sep R3;Sep 3.2;10944;13.3;17.4;18.3;-4.77;110.834;2.544;10.544;4.169;4.322;-0.679;2.045;0.406
15-sept-09;9;Sep;2015;Winter;Loic;2;Ambient;3;3.4;Sep R3;Sep 3.4;10945;13.8;15.9;18.1;-42.979;85.231;*;10.423;4.121;14.747;-1.633;1.931;#VALUE!
15-sept-09;9;Sep;2015;Winter;Loic;2;Ambient;3;3.5;Sep R3;Sep 3.5;10946;13.4;19.4;18.1;-10.948;79.89;9.069;10.34;4.088;4.238;-1.039;1.902;0.958
15-sept-09;9;Sep;2015;Winter;Loic;2;Ambient;3;3.6;Sep R3;Sep 3.6;10947;13.7;17.5;18.3;-21.483;110.041;0.004;10.269;4.06;4.209;-1.332;2.042;-2.419
15-sept-09;9;Sep;2015;Winter;Loic;2;Ambient;3;3.7;Sep R3;Sep 3.7;10948;13.4;19.7;18.3;-15.215;102.65;-7.259;10.06;3.978;4.124;-1.182;2.011;-0.861
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4;Sep R4;Sep 4.0;10949;12.7;14.8;17.1;-7.449;111.68;-5.91;10.719;4.238;4.394;-0.872;2.048;-0.772
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.1;Sep R4;Sep 4.1;10950;13;15.7;16.7;-6.198;119.688;-1.53;11.023;4.359;4.519;-0.792;2.078;-0.185
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.3;Sep R4;Sep 4.3;10951;12.6;16.1;16.9;-7.354;85.939;1.329;9.927;3.925;4.069;-0.867;1.934;0.124
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.4;Sep R4;Sep 4.4;10952;13;15.3;16.9;-1.509;117.786;0.151;10.58;4.183;4.337;-0.179;2.071;-0.821
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.5;Sep R4;Sep 4.5;10953;12.7;17;17;-0.301;98.416;*;10.511;4.156;4.308;0.522;1.993;#VALUE!
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.6;Sep R4;Sep 4.6;10954;12.3;17.6;16.9;-11.081;100.795;-7.927;11.016;4.356;4.515;-1.045;2.003;-0.899
15-sept-09;9;Sep;2015;Winter;Chris;2;Elevated;4;4.7;Sep R4;Sep 4.7;10955;12.5;13.8;17;-10.153;61.211;-12.176;9.892;3.911;4.055;-1.007;1.787;-1.085
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5;Sep R5;Sep 5.0;10956;13.6;19.9;19.9;-16.877;85.167;-10.645;9.811;3.879;4.022;-1.227;1.93;-1.027
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.1;Sep R5;Sep 5.1;10957;13.3;22.2;20;-26.721;90.949;-4.842;10.033;3.967;4.113;-1.427;1.959;-0.685
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.2;Sep R5;Sep 5.2;10958;13.5;16.6;20.2;-25.017;110.974;6.92;10.251;4.053;4.202;-1.398;2.045;0.84
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.3;Sep R5;Sep 5.3;10959;13.9;18.9;20.1;-16.638;94.523;-4.021;10.382;4.105;4.256;-1.221;1.976;-0.604
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.4;Sep R5;Sep 5.4;10960;13.8;20.4;19.8;-10.321;79.504;-1.395;10.456;4.134;4.286;-1.014;1.9;-0.144
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.5;Sep R5;Sep 5.5;10961;13.5;18.5;20.1;-13.469;108.358;16.195;9.9;3.914;4.058;-1.129;2.035;1.209
15-sept-09;9;Sep;2015;Winter;Loic;3;Elevated;5;5.6;Sep R5;Sep 5.6;10962;13.6;21.9;20.1;-27.477;55.574;-19.778;10.381;4.105;4.255;-1.439;1.745;-1.296
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.1;Sep R6;Sep 6.1;10963;13.7;8.9;18;-33.756;112.868;9.604;10.553;4.173;4.326;-1.528;2.053;0.982
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.2;Sep R6;Sep 6.2;10964;13.6;11.6;18.5;-24.246;139.161;6.999;10.407;4.115;4.266;-1.385;2.144;0.845
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.3;Sep R6;Sep 6.3;10965;13.7;15.8;18.4;-26.995;108.742;16.977;10.088;3.989;4.135;-1.431;2.036;1.23
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.4;Sep R6;Sep 6.4;10966;12.5;15.7;18.3;-10.014;94.012;5.021;10.625;4.201;4.355;-1.001;1.973;0.701
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.5;Sep R6;Sep 6.5;10967;13.7;16.7;18.3;-10.965;104.528;2.78;10.819;4.278;4.435;-1.04;2.019;0.444
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.6;Sep R6;Sep 6.6;10968;13.2;16.3;18.1;-9.632;119.264;8.964;10.275;4.063;4.212;-0.984;2.077;0.952
15-sept-09;9;Sep;2015;Winter;Chris;3;Ambient;6;6.7;Sep R6;Sep 6.7;10969;12.9;16.1;18.4;-26.743;95.48;10.588;10.217;4.04;4.188;-1.427;1.98;1.025
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1;Oct R1;Oct 1.0;12344;18.1;1.7;21.4;-11.39;85.353;-1.693;10.449;4.132;4.283;-1.057;1.931;-0.229
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.1;Oct R1;Oct 1.1;12345;18.1;1.9;21.9;-14.99;86.008;0.964;10.031;3.966;4.112;-1.176;1.935;-0.016
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.2;Oct R1;Oct 1.2;12346;17.3;8.4;21.9;-18.789;113.316;-4.704;9.745;3.853;3.994;-1.274;2.054;-0.672
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.4;Oct R1;Oct 1.4;12347;17.4;2.7;21.1;-21.873;71.613;21.601;10.365;4.098;4.249;-1.34;1.855;1.334
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.5;Oct R1;Oct 1.5;12348;17.5;8.9;21.5;-16.168;106.726;12.447;10.43;4.124;4.275;-1.209;2.028;1.095
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.6;Oct R1;Oct 1.6;12349;17.4;1.9;21.4;-26.87;74.376;5.166;10.978;4.341;4.5;-1.429;1.871;0.713
15-oct-07;7;Oct;2015;Spring;Chris;1;Elevated;1;1.7;Oct R1;Oct 1.7;12350;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2;Oct R2;Oct 2.0;12351;17.5;3.5;19.7;-43.519;74.146;-1.615;10.557;4.174;4.327;-1.639;1.87;-0.208
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.1;Oct R2;Oct 2.1;12352;17.2;5.3;19.9;-8.874;151.685;-3.637;10.437;4.127;4.278;-0.948;2.181;-0.561
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.2;Oct R2;Oct 2.2;12353;17.4;2.8;20;-19.753;87.824;-8.976;9.614;3.801;3.941;-1.296;1.944;-0.953
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.3;Oct R2;Oct 2.3;12354;17.9;2.4;20.1;-75.73;79.182;-4.598;36.618;4.195;4.349;-1.879;1.899;-0.663
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.5;Oct R2;Oct 2.5;12355;17.3;1.2;20.1;-24.568;55.554;0.668;10.654;4.213;4.367;-1.39;1.745;-0.175
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.6;Oct R2;Oct 2.6;12356;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-oct-07;7;Oct;2015;Spring;Chris;1;Ambient;2;2.7;Oct R2;Oct 2.7;12357;17.6;6.1;20.1;-5.884;126.011;5.074;10.51;4.156;4.308;-0.77;2.1;0.705
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3;Oct R3;Oct 3.0;12358;17.6;8;19.9;-34.391;122.624;-0.307;10.149;4.013;4.16;-1.536;2.089;0.513
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.1;Oct R3;Oct 3.1;12359;18;7.4;19.9;-37.117;129.982;-0.229;9.973;3.943;4.088;-1.57;2.114;0.64
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.2;Oct R3;Oct 3.2;12360;18;7.3;20;-37.152;124.252;*;10.483;4.145;4.297;-1.57;2.094;#VALUE!
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.4;Oct R3;Oct 3.4;12361;17.7;5;19.6;-36.317;127.853;1.232;10.367;4.099;4.25;-1.56;2.107;0.091
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.5;Oct R3;Oct 3.5;12362;17.6;9.7;18.9;-26.219;112.905;1.854;10.313;4.078;4.227;-1.419;2.053;0.268
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.6;Oct R3;Oct 3.6;12363;17.7;8.3;19.4;-29.747;165.828;1.232;10.231;4.045;4.194;-1.473;2.22;0.091
15-oct-07;7;Oct;2015;Spring;Loic;2;Ambient;3;3.7;Oct R3;Oct 3.7;12364;18.1;7.6;20.3;-35.26;127.551;1.601;9.991;3.951;4.095;-1.547;2.106;0.204
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4;Oct R4;Oct 4.0;12365;17.6;4.9;18.7;-26.985;130.747;5.116;10.658;4.214;4.369;-1.431;2.116;0.709
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.1;Oct R4;Oct 4.1;12366;17.8;11.8;19;13.514;219.714;9.192;10.937;4.324;4.483;1.131;2.342;0.963
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.3;Oct R4;Oct 4.3;12367;17.6;11.4;19.4;-12.305;152.758;-1.54;9.844;3.892;4.035;-1.09;2.184;-0.188
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.4;Oct R4;Oct 4.4;12368;18.1;9.9;19.3;-22.943;176.733;6.418;10.49;4.148;4.3;-1.361;2.247;0.807
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.5;Oct R4;Oct 4.5;12369;17.8;10;19.9;-21.178;150.037;6.962;10.407;4.115;4.266;-1.326;2.176;0.843
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.6;Oct R4;Oct 4.6;12370;17.7;13;19.3;-16.296;171.641;11.814;10.926;4.32;4.479;-1.212;2.235;1.072
15-oct-07;7;Oct;2015;Spring;Jasmine;2;Elevated;4;4.7;Oct R4;Oct 4.7;12371;17.3;4.7;19.2;-21.613;107.771;3.666;9.817;3.882;4.024;-1.335;2.033;0.564
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5;Oct R5;Oct 5.0;12372;17.8;16.2;20;-17.057;134.368;2.892;9.807;3.878;4.02;-1.232;2.128;0.461
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.1;Oct R5;Oct 5.1;12373;17.5;13.7;20.2;-31.469;141.948;7.038;10.025;3.964;4.109;-1.498;2.152;0.847
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.2;Oct R5;Oct 5.2;12374;17.5;9.3;19.8;-42.277;124.63;5.059;10.263;4.058;4.207;-1.626;2.096;0.704
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.3;Oct R5;Oct 5.3;12375;17.7;11.1;20.8;-17.49;126.622;3.932;10.357;4.095;4.246;-1.243;2.103;0.595
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.4;Oct R5;Oct 5.4;12376;17.9;15.1;20.2;-23.133;132.789;0.522;10.442;4.129;4.28;-1.364;2.123;-0.283
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.5;Oct R5;Oct 5.5;12377;17.6;10.4;20.3;-31.128;167.273;0.413;9.894;3.912;4.056;-1.493;2.223;-0.384
15-oct-07;7;Oct;2015;Spring;Jasmine;3;Elevated;5;5.6;Oct R5;Oct 5.6;12378;17.5;17.3;20.6;-24.214;112.068;1.068;10.363;4.098;4.248;-1.384;2.049;0.029
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.1;Oct R6;Oct 6.1;12379;17.6;4.6;20.9;-43.642;92.801;11.991;10.451;4.132;4.284;-1.64;1.968;1.079
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.2;Oct R6;Oct 6.2;12380;17.6;4.3;20.1;-31.207;109.754;4.252;10.349;4.092;4.242;-1.494;2.04;0.629
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.3;Oct R6;Oct 6.3;12381;17.5;6.8;20.4;-42.838;106.863;6.634;10.02;3.962;4.107;-1.632;2.029;0.822
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.4;Oct R6;Oct 6.4;12382;17.5;7.7;21;-21.43;109.311;0.296;10.527;4.162;4.315;-1.331;2.039;-0.529
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.5;Oct R6;Oct 6.5;12383;17.4;6.7;21;-38.651;102.854;5.825;10.719;4.238;4.394;-1.587;2.012;0.765
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.6;Oct R6;Oct 6.6;12384;17.8;5.8;20.9;-24.932;134.399;2.584;10.178;4.024;4.172;-1.397;2.128;0.412
15-oct-07;7;Oct;2015;Spring;Loic;3;Ambient;6;6.7;Oct R6;Oct 6.7;12385;17.7;5.1;20.9;-46.338;68.11;1.671;10.131;4.006;4.153;-1.666;1.833;0.223
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1;Nov R1;Nov 1.0;12660;20.2;12.1;31.1;2.471;185.032;2.25;10.116;4;4.146;0.393;2.267;0.352
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.1;Nov R1;Nov 1.1;12661;20.2;11.2;28.6;-8.263;209.798;9.935;9.809;3.878;4.021;-0.917;2.322;0.997
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.2;Nov R1;Nov 1.2;12662;19.3;17.8;27.2;-9.745;188.604;9.267;9.573;3.785;3.924;-0.989;2.276;0.967
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.4;Nov R1;Nov 1.4;12663;19.8;13.4;30.2;-16.734;203.228;12.003;10.053;3.975;4.121;-1.224;2.308;1.079
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.5;Nov R1;Nov 1.5;12664;19.6;18.7;31.3;-15.093;152.773;14.208;10.094;3.991;4.138;-1.179;2.184;1.153
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.6;Nov R1;Nov 1.6;12665;19.5;14.4;28;-9.951;197.616;15.024;10.736;4.245;4.401;-0.998;2.296;1.177
15-nov-10;10;Nov;2015;Spring;Loic;1;Elevated;1;1.7;Nov R1;Nov 1.7;12666;19.8;12.3;27.4;-10.286;186.083;-4.104;10.037;3.969;4.114;-1.012;2.27;-0.613
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2;Nov R2;Nov 2.0;12667;18.8;12.2;23.3;-3.98;167.087;12.022;10.431;4.125;4.276;-0.6;2.223;1.08
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.1;Nov R2;Nov 2.1;12668;18.4;14.8;20.9;-4.608;177.955;10.732;10.403;4.114;4.264;-0.664;2.25;1.031
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.2;Nov R2;Nov 2.2;12669;18.9;12.2;27.9;-14.968;154.066;-4.182;9.361;3.702;3.837;-1.175;2.188;-0.621
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.3;Nov R2;Nov 2.3;12670;19;12.1;27.1;-11.676;208.098;16.449;10.36;4.096;4.247;-1.067;2.318;1.216
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.5;Nov R2;Nov 2.5;12671;18.4;9.7;24.4;-9.159;156.281;5.998;10.502;4.153;4.305;-0.962;2.194;0.778
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.6;Nov R2;Nov 2.6;12672;18.8;14.2;26.7;-5.626;135.479;16.36;10.405;4.114;4.265;-0.75;2.132;1.214
15-nov-10;10;Nov;2015;Spring;Loic;1;Ambient;2;2.7;Nov R2;Nov 2.7;12673;18.5;16.7;24.8;-9.421;200.415;29.854;10.345;4.09;4.24;-0.974;2.302;1.475
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3;Nov R3;Nov 3.0;12674;18.5;13;23.7;-17.752;185.49;-13.576;10.02;3.962;4.107;-1.249;2.268;-1.133
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.1;Nov R3;Nov 3.1;12675;19;13.4;25.9;-24.283;173.35;-1.556;9.772;3.864;4.005;-1.385;2.239;-0.192
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.2;Nov R3;Nov 3.2;12676;18.7;13;22.6;-17.607;172.054;-2.055;10.39;4.108;4.259;-1.246;2.236;-0.313
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.4;Nov R3;Nov 3.4;12677;18.9;11.9;23.5;-23.498;186.628;4.199;10.232;4.046;4.194;-1.371;2.271;0.623
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.5;Nov R3;Nov 3.5;12678;19.2;15.7;26.9;-17.649;168.358;3.598;10.038;3.969;4.115;-1.247;2.226;0.556
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.6;Nov R3;Nov 3.6;12679;19.4;14.3;27;-20.4;174.491;2.721;9.973;3.943;4.088;-1.31;2.242;0.435
15-nov-10;10;Nov;2015;Spring;Chris;2;Ambient;3;3.7;Nov R3;Nov 3.7;12680;18.8;15;24.2;-14.783;153.307;1.839;9.858;3.898;4.041;-1.17;2.186;0.265
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4;Nov R4;Nov 4.0;12681;19.7;12.3;29.5;-16.827;208.961;5.468;10.279;4.064;4.213;-1.226;2.32;0.738
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.1;Nov R4;Nov 4.1;12682;19.5;14.7;29.8;-11.871;174.248;-1.545;10.547;4.17;4.323;-1.074;2.241;-0.189
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.3;Nov R4;Nov 4.3;12683;19.3;11.1;28.9;-12.85;211.197;5.971;9.534;3.77;3.908;-1.109;2.325;0.776
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.4;Nov R4;Nov 4.4;12684;19.5;13.3;27.4;-15.494;218.308;5.795;10.21;4.037;4.185;-1.19;2.339;0.763
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.5;Nov R4;Nov 4.5;12685;19.5;14.4;29.2;2.418;202.034;22.148;10.085;3.988;4.134;0.383;2.305;1.345
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.6;Nov R4;Nov 4.6;12686;20.3;13.3;33;-4.776;272.096;17.416;10.439;4.128;4.279;-0.679;2.435;1.241
15-nov-10;10;Nov;2015;Spring;Chris;2;Elevated;4;4.7;Nov R4;Nov 4.7;12687;19.2;11.2;25.6;-16.164;175.944;20.552;9.608;3.799;3.938;-1.209;2.245;1.313
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5;Nov R5;Nov 5.0;12688;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.1;Nov R5;Nov 5.1;12689;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.2;Nov R5;Nov 5.2;12690;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.3;Nov R5;Nov 5.3;12691;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.4;Nov R5;Nov 5.4;12692;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.5;Nov R5;Nov 5.5;12693;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Elevated;5;5.6;Nov R5;Nov 5.6;12694;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.1;Nov R6;Nov 6.1;12695;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.2;Nov R6;Nov 6.2;12696;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.3;Nov R6;Nov 6.3;12697;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.4;Nov R6;Nov 6.4;12698;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.5;Nov R6;Nov 6.5;12699;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.6;Nov R6;Nov 6.6;12700;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
15-nov-10;10;Nov;2015;Spring;*;3;Ambient;6;6.7;Nov R6;Nov 6.7;12701;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1;Dec R1;Dec 1.0;13112;21.7;9.8;29.1;1.491;187.063;10.113;10.182;4.026;4.174;0.174;2.272;1.005
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.1;Dec R1;Dec 1.1;13113;22.3;7.7;29.2;12.4;208.553;10.405;9.79;3.871;4.013;1.093;2.319;1.017
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.2;Dec R1;Dec 1.2;13114;21.5;12.4;28;29.544;233.4;19.256;9.547;3.775;3.914;1.47;2.368;1.285
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.4;Dec R1;Dec 1.4;13115;21.6;11.8;29.6;-19.592;164.52;10.397;10.071;3.982;4.128;-1.292;2.216;1.017
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.5;Dec R1;Dec 1.5;13116;21.6;13.4;28.8;-14.496;235.363;20.259;10.178;4.024;4.172;-1.161;2.372;1.307
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.6;Dec R1;Dec 1.6;13117;21.9;10;34.1;-24.918;196.082;4.053;10.522;4.161;4.313;-1.397;2.292;0.608
1-Dec-15;1;Dec;2015;Spring;Chris;1;Elevated;1;1.7;Dec R1;Dec 1.7;13118;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2;Dec R2;Dec 2.0;13119;21.7;8.1;28.3;-21.943;163.797;7.385;10.255;4.055;4.204;-1.341;2.214;0.868
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.1;Dec R2;Dec 2.1;13120;21.4;9;26;-2.06;225.781;16.693;10.224;4.042;4.191;-0.314;2.354;1.223
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.2;Dec R2;Dec 2.2;13121;22.2;7.4;32.7;-13.118;155.206;5.32;9.214;3.643;3.777;-1.118;2.191;0.726
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.3;Dec R2;Dec 2.3;13122;22.1;9.3;30.7;0.782;218.59;34.393;10.236;4.047;4.196;-0.107;2.34;1.536
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.5;Dec R2;Dec 2.5;13123;21.7;5;29;*;166.089;12.636;10.342;4.089;4.239;#VALUE!;2.22;1.102
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.6;Dec R2;Dec 2.6;13124;21.8;9.4;28.6;1.841;142.569;26.063;10.338;4.088;4.238;0.265;2.154;1.416
1-Dec-15;1;Dec;2015;Spring;Jasmine;1;Ambient;2;2.7;Dec R2;Dec 2.7;13125;22.1;12.6;31.1;-20.655;212.978;*;10.131;4.006;4.153;-1.315;2.328;#VALUE!
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3;Dec R3;Dec 3.0;13126;*;*;*;*;*;*;*;*;*;#VALUE!;#VALUE!;#VALUE!
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.1;Dec R3;Dec 3.1;13127;21.4;22.1;26.1;-20.972;146.677;2.861;9.764;3.861;4.002;-1.322;2.166;0.456
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.2;Dec R3;Dec 3.2;13128;21.4;22.1;24.3;9.909;159.755;0.431;10.332;4.085;4.235;0.996;2.203;-0.365
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.4;Dec R3;Dec 3.4;13129;21.6;22.1;27.8;-12.46;162.244;4.923;10.087;3.988;4.135;-1.096;2.21;0.692
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.5;Dec R3;Dec 3.5;13130;21.6;22.1;27.9;-7.658;161.695;4.51;10.004;3.956;4.101;-0.884;2.209;0.654
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.6;Dec R3;Dec 3.6;13131;21.4;22.1;28;15.246;166.499;*;9.938;3.93;4.074;1.183;2.221;#VALUE!
1-Dec-15;1;Dec;2015;Spring;Loic;2;Ambient;3;3.7;Dec R3;Dec 3.7;13132;21.4;22.1;25.1;-15.911;174.83;-0.277;9.829;3.886;4.029;-1.202;2.243;0.557
1-Dec-15;1;Dec;2015;Spring;Jasmine;2;Elevated;4;4;Dec R4;Dec 4.0;13133;21;8.9;25.1;-9.619;195.33;4.936;10.429;4.124;4.275;-0.983;2.291;0.693
1-Dec-15;1;Dec;2015;Spring;Jasmine;2;Elevated;4;4.1;Dec R4;Dec 4.1;13134;21.2;11.9;24.6;-3.116;195.09;7.189;10.732;4.243;4.399;-0.494;2.29;0.857
1-Dec-15;1;Dec;2015;Spring;Jasmine;2;Elevated;4;4.3;Dec R4;Dec 4.3;13135;20.9;8;25.3;-15.19;158.469;7.204;9.649;3.815;3.955;-1.182;2.2;0.858
